name,latitude,longitude,street,city,state,zip,phone,website
Trader Joe's Colonie/Albany (535),42.7141625,-73.81203889999999,79 Wolf Rd,Colonie,NY,12205,518-482-4538,https://locations.traderjoes.com/ny/colonie/535/
Trader Joe's Brooklyn - City Point (547),40.6910028,-73.98309170000002,445 Gold St,Brooklyn,NY,11201,718-243-0107,https://locations.traderjoes.com/ny/brooklyn/547/
Trader Joe's Brooklyn (558),40.6895837,-73.9928699,130 Court St,Brooklyn,NY,11201,718-246-8460,https://locations.traderjoes.com/ny/brooklyn/558/
Trader Joe's Brooklyn - Williamsburg (548),40.717736,-73.96471850000002,200 Kent Ave,Brooklyn,NY,11249,718-218-7315,https://locations.traderjoes.com/ny/brooklyn/548/
Trader Joe's Merrick (553),40.6533715,-73.55879999999999,1714 Merrick Rd,Merrick,NY,11566,516-771-1012,https://locations.traderjoes.com/ny/merrick/553/
Trader Joe's Union Square (540),40.733371,-73.9878966,142 E 14th St,New York,NY,10003,212-529-4612,https://locations.traderjoes.com/ny/new-york/540/
Trader Joe's Essex Crossing (538),40.7164903,-73.9867718,400 Grand St. (Cellar),New York,NY,10002,212-477-8340,https://locations.traderjoes.com/ny/new-york/538/
Trader Joe's Upper West Side (545),40.79071039999999,-73.96950980000001,670 Columbus Ave,New York,NY,10025,212-678-1680,https://locations.traderjoes.com/ny/new-york/545/
Trader Joe's East Village (546),40.7305086,-73.9809938,436 East 14th St,New York,NY,10009,212-777-9412,https://locations.traderjoes.com/ny/new-york/546/
Trader Joe's New York - Murray Hill (544),40.7439882,-73.97908389999999,200 E 32nd St,New York,NY,10016,212-889-3279,https://locations.traderjoes.com/ny/new-york/544/
Trader Joe's SoHo (539),40.7257355,-74.0048856,233 Spring Street,New York,NY,10013,212-691-2721,https://locations.traderjoes.com/ny/new-york/539/
Trader Joe's Upper East Side - Bridgemarket (571),40.759541,-73.9614127,405 E. 59th Street,New York,NY,10022,212-935-3870,https://locations.traderjoes.com/ny/new-york/571/
Trader Joe's Chelsea (543),40.7420631,-73.9937963,675 6th Ave,New York,NY,10010,212-255-2106,https://locations.traderjoes.com/ny/new-york/543/
Trader Joe's 72nd & Broadway (542),40.778552,-73.9822648,2073 Broadway,New York,NY,10023,212-799-0028,https://locations.traderjoes.com/ny/new-york/542/
Trader Joe's W Des Moines (721),41.56137349999999,-93.7948121,6305 Mills Civic Pkwy,West Des Moines,IA,50266,515-225-3820,https://locations.traderjoes.com/ia/west-des-moines/721/
Trader Joe's Coralville (728),41.6833223,-91.5647228,920 Ponseti Way,Coralville,IA,52241,319-351-7223,https://locations.traderjoes.com/ia/coralville/728/
Trader Joe's Park Ridge (698),42.0127157,-87.8323637,190 N NW Highway,Park Ridge,IL,60068,847-292-1108,https://locations.traderjoes.com/il/park-ridge/698/
Trader Joe's La Grange (685),41.8173165,-87.8693557,25 N La Grange Rd,La Grange,IL,60525,708-579-0838,https://locations.traderjoes.com/il/la-grange/685/
Trader Joe's Northbrook (682),42.1506654,-87.7987265,127 Skokie Blvd,Northbrook,IL,60062,847-480-9280,https://locations.traderjoes.com/il/northbrook/682/
Trader Joe's Glenview (681),42.0809684,-87.7972463,1407 Waukegan Rd,Glenview,IL,60025,847-657-7821,https://locations.traderjoes.com/il/glenview/681/
Trader Joe's Lake Zurich (684),42.1888171,-88.1089823,735 W Route 22,Lake Zurich,IL,60047,847-550-7827,https://locations.traderjoes.com/il/lake-zurich/684/
Trader Joe's Libertyville (704),42.2551401,-87.9468828,1600 S Milwaukee Ave,Libertyville,IL,60048,847-680-1739,https://locations.traderjoes.com/il/libertyville/704/
Trader Joe's Naperville (690),41.7545412,-88.1405028,44 W Gartner Rd,Naperville,IL,60540,630-355-4389,https://locations.traderjoes.com/il/naperville/690/
Trader Joe's Orland Park (686),41.6180449,-87.85462120000001,14924 S La Grange Rd,Orland Park,IL,60462,708-349-9021,https://locations.traderjoes.com/il/orland-park/686/
Trader Joe's Algonquin (699),42.1483919,-88.3358278,1800 S Randall Rd,Algonquin,IL,60102,847-854-4886,https://locations.traderjoes.com/il/algonquin/699/
Trader Joe's Glen Ellyn (680),41.8605268,-88.0586561,680 Roosevelt Rd,Glen Ellyn,IL,60137,630-858-5077,https://locations.traderjoes.com/il/glen-ellyn/680/
Trader Joe's Oak Park (697),41.8900855,-87.80491529999999,483 N Harlem Ave,Oak Park,IL,60301,708-386-1169,https://locations.traderjoes.com/il/oak-park/697/
Trader Joe's Arlington Heights (687),42.1129268,-87.9826671,17 W Rand Rd,Arlington Heights,IL,60004,847-506-0752,https://locations.traderjoes.com/il/arlington-heights/687/
Trader Joe's Downers Grove (683),41.8110584,-87.9890937,122 Ogden Ave,Downers Grove,IL,60515,630-241-1662,https://locations.traderjoes.com/il/downers-grove/683/
Trader Joe's Chicago (688),41.9498851,-87.67514039999999,3745 N Lincoln Ave,Chicago,IL,60613,773-248-4920,https://locations.traderjoes.com/il/chicago/688/
Trader Joe's Chicago - Diversey Pkwy (703),41.9324176,-87.6462646,667 W Diversey Pkwy,Chicago,IL,60614,773-935-7255,https://locations.traderjoes.com/il/chicago/703/
Trader Joe's Chicago - South Loop (701),41.8677377,-87.62540949999999,1147 S Wabash Ave,Chicago,IL,60605,312-588-0489,https://locations.traderjoes.com/il/chicago/701/
Trader Joe's Chicago - River North (696),41.8934274,-87.6263096,44 E Ontario St,Chicago,IL,60611,312-951-6369,https://locations.traderjoes.com/il/chicago/696/
Trader Joe's Hyde Park (706),41.7963716,-87.5884693,1528 E 55th Street,Chicago,IL,60615,773-363-8831,https://locations.traderjoes.com/il/chicago/706/
Trader Joe's Chicago - Lincoln Park (691),41.9146326,-87.6550362,1840 N Clybourn Ave,Chicago,IL,60614,312-274-9733,https://locations.traderjoes.com/il/chicago/691/
Trader Joe's Batavia (689),41.8638134,-88.33839139999999,1942 W Fabyan Pkwy,Batavia,IL,60510,630-879-3234,https://locations.traderjoes.com/il/batavia/689/
Trader Joe's Schaumburg (705),42.0510988,-88.041887,1426 E Golf Rd,Schaumburg,IL,60173,847-619-0095,https://locations.traderjoes.com/il/schaumburg/705/
Trader Joe's Evanston (702),42.0397785,-87.6800329,1211 Chicago Avenue,Evanston,IL,60202,847-733-0690,https://locations.traderjoes.com/il/evanston/702/
Trader Joe's South Burlington (527),44.463793,-73.1804204,200 Dorset St,South Burlington,VT,05403,802-658-4500,https://locations.traderjoes.com/vt/south-burlington/527/
Trader Joe's Woodmere (676),41.4632675,-81.47913489999999,28425 Chagrin Blvd,Woodmere,OH,44122,216-591-9457,https://locations.traderjoes.com/oh/woodmere/676/
Trader Joe's Columbus (679),40.0493003,-82.9180099,3888 Townsfair Way,Columbus,OH,43219,614-473-0794,https://locations.traderjoes.com/oh/columbus/679/
Trader Joe's Kenwood (669),39.1973321,-84.38170540000002,7788 Montgomery Rd,Cincinnati,OH,45236,513-984-3452,https://locations.traderjoes.com/oh/cincinnati/669/
Trader Joe's Mentor (709),41.6804165,-81.3001377,9474 Mentor Ave,Mentor,OH,44060,440-350-7216,https://locations.traderjoes.com/oh/mentor/709/
Trader Joe's Westlake (677),41.4571069,-81.95103929999999,175 Market St,Westlake,OH,44145,440-250-1592,https://locations.traderjoes.com/oh/westlake/677/
Trader Joe's Kettering (673),39.68844550000001,-84.1649592,328 East Stroop Rd,Kettering,OH,45429,937-294-5411,https://locations.traderjoes.com/oh/kettering/673/
Trader Joe's Dublin (672),40.09650449999999,-83.0930892,6355 Sawmill Rd,Dublin,OH,43017,614-793-8505,https://locations.traderjoes.com/oh/dublin/672/
Trader Joe's Lexington Grocery (627),38.0049258,-84.51835849999999,2326 Nicholasville Rd,Lexington,KY,40503,859-313-5030,https://locations.traderjoes.com/ky/lexington/627/
Trader Joe's Lexington  Wine Shop (626),38.0049232,-84.5181502,2320 Nicholasville Road,Lexington,KY,40503,859-277-0144,https://locations.traderjoes.com/ky/lexington/626/
Trader Joe's Crestview Hills  Wine Shop (789),39.0260762,-84.57732519999999,2785 Dixie Highway,Crestview Hills,KY,41017,859-331-1472,https://locations.traderjoes.com/ky/crestview-hills/789/
Trader Joe's Crestview Hills Grocery (788),39.0288459,-84.5771427,2780 Dixie Highway,Crestview Hills,KY,41017,859-331-0034,https://locations.traderjoes.com/ky/crestview-hills/788/
Trader Joe's Louisville Grocery (628),38.2500898,-85.6313705,4600 Shelbyville Rd Ste 111,Louisville,KY,40207,502-895-1361,https://locations.traderjoes.com/ky/louisville/628/
Trader Joe's Louisville  Wine Shop (625),38.2500008,-85.63139600000001,4600 Shelbyville Rd Ste 112,Louisville,KY,40207,502-895-7872,https://locations.traderjoes.com/ky/louisville/625/
Trader Joe's Lincoln (722),40.74213049999999,-96.67479550000002,3120 Pine Lake Rd,Lincoln,NE,68516,402-328-0120,https://locations.traderjoes.com/ne/lincoln/722/
Trader Joe's Omaha (719),41.2482016,-96.0733874,10305 Pacific St,Omaha,NE,68114,402-391-3698,https://locations.traderjoes.com/ne/omaha/719/
Trader Joe's Franklin - Cool Springs (792),35.9481174,-86.8240624,545 Cool Springs Blvd,Franklin,TN,37067,615-771-3697,https://locations.traderjoes.com/tn/franklin/792/
Trader Joe's Knoxville (663),35.9272645,-84.04590019999999,8001 Kingston Pike,Knoxville,TN,37919,865-670-4088,https://locations.traderjoes.com/tn/knoxville/663/
Trader Joe's Nashville (664),36.1050835,-86.815626,3909 Hillsboro Pike,Nashville,TN,37215,615-297-6560,https://locations.traderjoes.com/tn/nashville/664/
Trader Joe's Belle Meade (739),36.1307261,-86.85222700000001,90 White Bridge Rd,Nashville,TN,37205,615-356-1066,https://locations.traderjoes.com/tn/nashville/739/
Trader Joe's Chattanooga (787),35.0328542,-85.15470140000001,2111 Gunbarrel Road,Chattanooga,TN,37421,423-855-1310,https://locations.traderjoes.com/tn/chattanooga/787/
Trader Joe's Germantown (738),35.0907799,-89.80117369999999,2130 Exeter Rd.,Germantown,TN,38138,901-759-2803,https://locations.traderjoes.com/tn/germantown/738/
Trader Joe's Wilmington (636),39.83383269999999,-75.54172419999999,5605 Concord Pike,Wilmington,DE,19803,302-478-8494,https://locations.traderjoes.com/de/wilmington/636/
Trader Joe's Christiana (759),39.6731366,-75.64803839999999,2500 Fashion Center Blvd.,Newark,DE,19702,302-292-6825,https://locations.traderjoes.com/de/newark/759/
Trader Joe's Philadelphia - Center City (634),39.9542967,-75.17613469999999,2121 Market St,Philadelphia,PA,19103,215-569-9282,https://locations.traderjoes.com/pa/philadelphia/634/
Trader Joe's Arch St. (618),39.9541791,-75.16243589999999,1324 Arch St.,Philadelphia,PA,19107,215-563-2170,https://locations.traderjoes.com/pa/philadelphia/618/
Trader Joe's Pittsburgh (638),40.4592363,-79.9191827,6343 Penn Ave,Pittsburgh,PA,15206,412-363-5748,https://locations.traderjoes.com/pa/pittsburgh/638/
Trader Joe's Pittsburgh - South Hills (630),40.3513544,-80.0517205,1630 Washington Rd,Pittsburgh,PA,15241,412-835-2212,https://locations.traderjoes.com/pa/pittsburgh/630/
Trader Joe's Pittsburgh North Hills (624),40.5704092,-80.0223146,9020 Covenant Ave,Pittsburgh,PA,15237,412-366-1131,https://locations.traderjoes.com/pa/pittsburgh/624/
Trader Joe's Camp Hill (569),40.2244309,-76.93707119999999,3545 Gettysburg Road,Camp Hill,PA,17011,7177306025,https://locations.traderjoes.com/pa/camp-hill/569/
Trader Joe's Jenkintown (633),40.1083747,-75.1221563,933 Old York Rd,Jenkintown,PA,19046,215-885-5240,https://locations.traderjoes.com/pa/jenkintown/633/
Trader Joe's Media (637),39.917564,-75.38890669999999,12 E State St,Media,PA,19063,610-891-2752,https://locations.traderjoes.com/pa/media/637/
Trader Joe's Ardmore (635),40.0072791,-75.2865954,112 Coulter Ave,Ardmore,PA,19003,610-658-0645,https://locations.traderjoes.com/pa/ardmore/635/
Trader Joe's State College (629),40.8103369,-77.9022379,243 Patriot Lane,State College,PA,16803,814-234-2224,https://locations.traderjoes.com/pa/state-college/629/
Trader Joe's North Wales (639),40.2086106,-75.2232375,1460 Bethlehem Pike,North Wales,PA,19454,215-646-5870,https://locations.traderjoes.com/pa/north-wales/639/
Trader Joe's Wayne (632),40.0733503,-75.43356729999999,171 E Swedesford Rd,Wayne,PA,19087,610-225-0925,https://locations.traderjoes.com/pa/wayne/632/
Trader Joe's Columbia (753),34.0200278,-80.9726801,4516 Forest Drive,Columbia,SC,29206,803-790-2404,https://locations.traderjoes.com/sc/columbia/753/
Trader Joe's Greenville (751),34.8290454,-82.3056746,59 Woodruff Industrial Ln,Greenville,SC,29607,864-286-0231,https://locations.traderjoes.com/sc/greenville/751/
Trader Joe's Mt. Pleasant (752),32.8048074,-79.8871846,401 Johnnie Dodds Blvd,Mt. Pleasant,SC,29464,843-884-4037,https://locations.traderjoes.com/sc/mt.-pleasant/752/
Trader Joe's Glendale (711),43.1189323,-87.9162927,5600 N Port Washington Rd,Milwaukee,WI,53217,414-962-3382,https://locations.traderjoes.com/wi/milwaukee/711/
Trader Joe's Madison (712),43.0649866,-89.4175436,1810 Monroe St,Madison,WI,53711,608-257-1916,https://locations.traderjoes.com/wi/madison/712/
Trader Joe's Brookfield (726),43.0356775,-88.07015009999999,12665 W. Bluemound Rd,Brookfield,WI,53005,262-784-4806,https://locations.traderjoes.com/wi/brookfield/726/
Trader Joe's Silver Spring (652),39.0313332,-77.0035012,10741 Columbia Pike,Silver Spring,MD,20901,301-681-1675,https://locations.traderjoes.com/md/silver-spring/652/
Trader Joe's North Potomac (648),39.0965016,-77.2067817,10076 Darnestown Rd,Rockville,MD,20850,301-762-0782,https://locations.traderjoes.com/md/rockville/648/
Trader Joe's Rockville (642),39.0570549,-77.1223481,12268-H Rockville Pike,Rockville,MD,20852,301-468-6656,https://locations.traderjoes.com/md/rockville/642/
Trader Joe's Towson (649),39.4115221,-76.61825569999999,800 Kenilworth Drive,Towson,MD,21204,410-321-0276,https://locations.traderjoes.com/md/towson/649/
Trader Joe's Annapolis (650),38.9889202,-76.54024299999999,160 F Jennifer Rd,Annapolis,MD,21401,410-573-0505,https://locations.traderjoes.com/md/annapolis/650/
Trader Joe's Columbia (658),39.1883169,-76.79563739999999,6610 Marie Curie Dr,Elkridge,MD,21075,410-953-8139,https://locations.traderjoes.com/md/elkridge/658/
Trader Joe's College Park (758),38.9780847,-76.9382195,4429 Calvert Road,College Park,MD,20740,301-985-3704,https://locations.traderjoes.com/md/college-park/758/
Trader Joe's Pikesville (655),39.3881322,-76.73608709999999,1809 Reisterstown Rd,Pikesville,MD,21208,410-484-8373,https://locations.traderjoes.com/md/pikesville/655/
Trader Joe's Bethesda - Downtown (623),38.98973300000001,-77.0955683,7900 Wisconsin Ave,Bethesda,MD,20814,301-215-7913,https://locations.traderjoes.com/md/bethesda/623/
Trader Joe's Bethesda (645),38.978257,-77.0905313,6831 Wisconsin Ave,Bethesda,MD,20815,301-907-0982,https://locations.traderjoes.com/md/bethesda/645/
Trader Joe's Coral Springs (782),26.2645827,-80.25069119999999,2796 N. University Drive,Coral Springs,FL,33065,954-227-3407,https://locations.traderjoes.com/fl/coral-springs/782/
Trader Joe's Jacksonville Beach (760),30.2569383,-81.3898162,4180 S 3rd St,Jacksonville Beach,FL,32250,904-241-1770,https://locations.traderjoes.com/fl/jacksonville-beach/760/
Trader Joe's Pinecrest (770),25.6844128,-80.3125713,9205 S Dixie Hwy,Miami,FL,33156,305-661-1432,https://locations.traderjoes.com/fl/miami/770/
Trader Joe's Miami - Midtown (794),25.8066417,-80.192953,3191 NE 1st Ave,Miami,FL,33137,786-422-0606,https://locations.traderjoes.com/fl/miami/794/
Trader Joe's Coral Gables (781),25.7293608,-80.2580989,211 S. Dixie Highway,Coral Gables,FL,33133,305-442-5402,https://locations.traderjoes.com/fl/coral-gables/781/
Trader Joe's Palm Beach Gardens (772),26.8437756,-80.0741839,2560 PGA Blvd,Palm Beach Gardens,FL,33410,561-514-6455,https://locations.traderjoes.com/fl/palm-beach-gardens/772/
Trader Joe's Pembroke Pines (775),26.0058489,-80.3107778,11960 Pines Blvd,Pembroke Pines,FL,33026,954-432-0405,https://locations.traderjoes.com/fl/pembroke-pines/775/
Trader Joe's St. Petersburg (767),27.7974016,-82.63882749999999,2742 4th St N,St. Petersburg,FL,33704,727-824-0907,https://locations.traderjoes.com/fl/st.-petersburg/767/
Trader Joe's Sarasota (761),27.2947687,-82.5300122,4101 S Tamiami Trail,Sarasota,FL,34231,941-922-5727,https://locations.traderjoes.com/fl/sarasota/761/
Trader Joe's Tampa (766),27.9373012,-82.5062792,3808 W Swann Ave,Tampa,FL,33609,813-872-6846,https://locations.traderjoes.com/fl/tampa/766/
Trader Joe's Naples (762),26.2681317,-81.8005297,10600 Tamiami Trail N,Naples,FL,34108,239-596-5631,https://locations.traderjoes.com/fl/naples/762/
Trader Joe's Jacksonville (769),30.1750641,-81.6299232,11112 San Jose Blvd,Jacksonville,FL,32223,904-880-0582,https://locations.traderjoes.com/fl/jacksonville/769/
Trader Joe's Boca Raton (773),26.3420987,-80.0864474,855 S Federal Hwy,Boca Raton,FL,33432,561-338-5031,https://locations.traderjoes.com/fl/boca-raton/773/
Trader Joe's Winter Park (765),28.5982197,-81.36556139999999,131 Orlando Ave.,Winter Park,FL,32789,407-622-0874,https://locations.traderjoes.com/fl/winter-park/765/
Trader Joe's Tallahassee (763),30.5040515,-84.2506602,3425 Thomasville Rd,Tallahassee,FL,32309,850-894-2538,https://locations.traderjoes.com/fl/tallahassee/763/
Trader Joe's Gainesville (764),29.6232817,-82.37997879999999,3724 SW Archer Rd,Gainesville,FL,32608,352-378-9321,https://locations.traderjoes.com/fl/gainesville/764/
Trader Joe's Orlando Dr. Phillips (768),28.4503045,-81.4965868,8323 Sand Lake Rd,Orlando,FL,32819,407-345-0611,https://locations.traderjoes.com/fl/orlando/768/
Trader Joe's Fort Lauderdale (776),26.14812,-80.11899869999999,1560 N Federal Hwy,Fort Lauderdale,FL,33304,954-537-3585,https://locations.traderjoes.com/fl/fort-lauderdale/776/
Trader Joe's Fort Myers (784),26.5871679,-81.86964309999999,4983 S. Cleveland Avenue,Fort Myers,FL,33907,239-275-1712,https://locations.traderjoes.com/fl/fort-myers/784/
Trader Joe's Davie (778),26.0928399,-80.2519958,2296 S University Dr,Davie,FL,33324,954-512-2968,https://locations.traderjoes.com/fl/davie/778/
Trader Joe's Miami Beach (779),25.7918712,-80.1423154,1683 West Ave,Miami Beach,FL,33139,305-534-4951,https://locations.traderjoes.com/fl/miami-beach/779/
Trader Joe's Lakewood Ranch (780),27.3899003,-82.4523419,8111 Cooper Creek Blvd,Bradenton,FL,34201,941-355-2394,https://locations.traderjoes.com/fl/bradenton/780/
Trader Joe's Delray Beach (771),26.4389112,-80.0701042,1851 S Federal Highway #500,Delray Beach,FL,33483,561-278-1493,https://locations.traderjoes.com/fl/delray-beach/771/
Trader Joe's Wellington (774),26.6367416,-80.2055644,2877 South State Rd 7,Wellington,FL,33414,561-656-1067,https://locations.traderjoes.com/fl/wellington/774/
Trader Joe's Leawood (723),38.912425,-94.6357532,4201 W 119th St,Leawood,KS,66209,913-327-7209,https://locations.traderjoes.com/ks/leawood/723/
Trader Joe's Wichita (729),37.7162774,-97.2437526,1800 N. Rock Road,Wichita,KS,67206,316-634-1846,https://locations.traderjoes.com/ks/wichita/729/
Trader Joe's Tulsa (460),36.1096067,-95.975934,3702 S Peoria Ave,Tulsa,OK,74105,918-712-9768,https://locations.traderjoes.com/ok/tulsa/460/
Trader Joe's Oklahoma City - Nichols Hills (461),35.5376946,-97.53105950000001,6409 Avondale Dr,Nichols Hills,OK,73116,405-843-5655,https://locations.traderjoes.com/ok/nichols-hills/461/
Trader Joe's Rochester (718),44.0003608,-92.48125499999999,1200 16th St SW,Rochester,MN,55902,507-281-4411,https://locations.traderjoes.com/mn/rochester/718/
Trader Joe's Bloomington (724),44.85919699999999,-93.33234589999999,4270 W 78th St,Bloomington,MN,55435,952-835-8640,https://locations.traderjoes.com/mn/bloomington/724/
Trader Joe's Maple Grove (713),45.0921896,-93.4340902,12105 Elm Creek Blvd N,Maple Grove,MN,55369,763-315-1739,https://locations.traderjoes.com/mn/maple-grove/713/
Trader Joe's Woodbury (715),44.945734,-92.9226673,8960 Hudson Rd. Ste. 801,Woodbury,MN,55125,651-735-0269,https://locations.traderjoes.com/mn/woodbury/715/
Trader Joe's St. Paul (716),44.926705,-93.1459022,484 Lexington Pkwy S,St. Paul,MN,55105,651-698-3119,https://locations.traderjoes.com/mn/st.-paul/716/
Trader Joe's Shoreview (727),45.0579892,-93.144728,1041 Red Fox Rd,Shoreview,MN,55126,651-765-1398,https://locations.traderjoes.com/mn/shoreview/727/
Trader Joe's Minneapolis (725),44.97705560000001,-93.2576606,721 Washington Ave S,Minneapolis,MN,55415,612-339-2110,https://locations.traderjoes.com/mn/minneapolis/725/
Trader Joe's St. Louis Park (710),44.93459199999999,-93.33739899999999,4500 Excelsior Blvd,St. Louis Park,MN,55416,952-285-1053,https://locations.traderjoes.com/mn/st.-louis-park/710/
Trader Joe's Eagan (717),44.790337,-93.212887,2065 Cliff Road,Eagan,MN,55122,651-362-4841,https://locations.traderjoes.com/mn/eagan/717/
Trader Joe's Minnetonka (714),44.9734888,-93.4227576,11220 Wayzata Blvd,Minnetonka,MN,55305,952-417-9080,https://locations.traderjoes.com/mn/minnetonka/714/
Trader Joe's Bend (150),44.1010627,-121.3022976,63455 N Hwy 97,Bend,OR,97701,541-312-4198,https://locations.traderjoes.com/or/bend/150/
Trader Joe's Salem (153),44.88960669999999,-123.0325549,4450 Commercial St SE,Salem,OR,97302,503-378-9042,https://locations.traderjoes.com/or/salem/153/
Trader Joe's Eugene (145),44.0662723,-123.0752647,85 Oakway Center,Eugene,OR,97401,541-485-1744,https://locations.traderjoes.com/or/eugene/145/
Trader Joe's Medford (155),42.3434878,-122.8822438,55 Rossanley Dr,Medford,OR,97501,541-608-4993,https://locations.traderjoes.com/or/medford/155/
Trader Joe's Tigard (169),45.4036566,-122.7965719,16200 SW Pacific Hwy,Tigard,OR,97224,503-443-6713,https://locations.traderjoes.com/or/tigard/169/
Trader Joe's Lake Oswego (142),45.4138108,-122.7432923,15391 SW Bangy Rd,Lake Oswego,OR,97035,503-639-3238,https://locations.traderjoes.com/or/lake-oswego/142/
Trader Joe's Hillsboro (149),45.5366231,-122.8696106,2285 NW 185th Ave,Hillsboro,OR,97124,503-645-8321,https://locations.traderjoes.com/or/hillsboro/149/
Trader Joe's Corvallis (154),44.5822604,-123.2599744,1550 NW 9th St,Corvallis,OR,97330,541-753-0048,https://locations.traderjoes.com/or/corvallis/154/
Trader Joe's Clackamas (152),45.4558588,-122.5807379,9345 SE 82nd Ave,Clackamas,OR,97086,503-771-6300,https://locations.traderjoes.com/or/clackamas/152/
Trader Joe's Portland SE (143),45.4888244,-122.6235486,4715 SE Cesar Chavez Blvd,Portland,OR,97202,503-777-1601,https://locations.traderjoes.com/or/portland/143/
Trader Joe's Portland - Hollywood (144),45.5347161,-122.6208153,4121 NE Halsey St,Portland,OR,97232,503-284-4232,https://locations.traderjoes.com/or/portland/144/
Trader Joe's Portland NW (146),45.5261013,-122.6951618,2122 NW Glisan St,Portland,OR,97210,971-544-0788,https://locations.traderjoes.com/or/portland/146/
Trader Joe's Southwest Portland (168),45.466225,-122.750884,7215 SW Garden Home Road,Portland,OR,97223,503-244-4625,https://locations.traderjoes.com/or/portland/168/
Trader Joe's Beaverton (141),45.488029,-122.797606,11753 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,503-626-3794,https://locations.traderjoes.com/or/beaverton/141/
Trader Joe's Florham Park (604),40.7888356,-74.39225789999999,176 Columbia Turnpike,Florham Park,NJ,07932,973-377-0679,https://locations.traderjoes.com/nj/florham-park/604/
Trader Joe's Westfield (601),40.6522247,-74.3499954,155 Elm St,Westfield,NJ,07090,908-301-0910,https://locations.traderjoes.com/nj/westfield/601/
Trader Joe's Hoboken (611),40.753623,-74.0300623,1350 Willow Ave.,Hoboken,NJ,07030,201-714-4790,https://locations.traderjoes.com/nj/hoboken/611/
Trader Joe's Marlton (631),39.8895166,-74.9238457,300 P Route 73 S,Marlton,NJ,08053,856-988-3323,https://locations.traderjoes.com/nj/marlton/631/
Trader Joe's Bridgewater (614),40.5636986,-74.5565024,315 Promenade Blvd,Bridgewater,NJ,08807,732-805-0268,https://locations.traderjoes.com/nj/bridgewater/614/
Trader Joe's Paramus (605),40.9483179,-74.0705862,404 Rt 17 N,Paramus,NJ,07652,201-265-9624,https://locations.traderjoes.com/nj/paramus/605/
Trader Joe's North Brunswick (612),40.4628556,-74.45924959999999,869 US-1,North Brunswick,NJ,08902,732-993-1403,https://locations.traderjoes.com/nj/north-brunswick/612/
Trader Joe's Clifton (610),40.8365328,-74.151292,259 Allwood Road,Clifton,NJ,07012,973-777-5020,https://locations.traderjoes.com/nj/clifton/610/
Trader Joe's Westwood (602),40.9931665,-74.0359789,20 Irvington St,Westwood,NJ,07675,201-263-0134,https://locations.traderjoes.com/nj/westwood/602/
Trader Joe's Millburn (609),40.7233247,-74.29582780000001,187 Millburn Ave,Millburn,NJ,07041,973-218-0912,https://locations.traderjoes.com/nj/millburn/609/
Trader Joe's Edgewater (606),40.8196686,-73.9775851,715 River Rd,Edgewater,NJ,07020,201-945-5932,https://locations.traderjoes.com/nj/edgewater/606/
Trader Joe's Shrewsbury (608),40.3161376,-74.0609307,1031 Broad St,Shrewsbury,NJ,07702,732-389-2535,https://locations.traderjoes.com/nj/shrewsbury/608/
Trader Joe's Denville (617),40.8661795,-74.5063192,3056 State Route 10 West,Denville,NJ,07834,973-537-3672,https://locations.traderjoes.com/nj/denville/617/
Trader Joe's Cherry Hill (613),39.9290357,-75.03309519999999,775 Haddonfield Rd,Cherry Hill,NJ,08002,856-488-0801,https://locations.traderjoes.com/nj/cherry-hill/613/
Trader Joe's Princeton (607),40.31060240000001,-74.6611769,3528 Brunswick Pike,Princeton,NJ,08540,609-897-0581,https://locations.traderjoes.com/nj/princeton/607/
Trader Joe's Middletown (591) *Coming 2024*,40.4030542,-74.12248199999999,1425 NJ-35,Middletown Township,NJ,07748,,https://locations.traderjoes.com/nj/middletown-township/591/
Trader Joe's Wayne (603),40.9593768,-74.23044449999999,910 Hamburg Turnpike,Wayne,NJ,07470,973-872-4604,https://locations.traderjoes.com/nj/wayne/603/
Trader Joe's Freehold (590),40.2818476,-74.2922531,4331 Route 9 Unit 3,Freehold,NJ,07728,732-462-1539,https://locations.traderjoes.com/nj/freehold/590/
Trader Joe's Brick (615),40.0575937,-74.1418485,110 Brick Plaza,Brick,NJ,08723,732-477-4781,https://locations.traderjoes.com/nj/brick/615/
Trader Joe's Warwick (518),41.7123644,-71.4872227,1000 Bald Hill Rd,Warwick,RI,02886,401-821-5368,https://locations.traderjoes.com/ri/warwick/518/
Trader Joe's Providence (572),41.8182643,-71.4002967,425 S Main St,Providence,RI,02903,401-459-4090,https://locations.traderjoes.com/ri/providence/572/
Trader Joe's Roswell (733),34.0593442,-84.3796266,635 W Crossville Rd,Roswell,GA,30075,770-645-8505,https://locations.traderjoes.com/ga/roswell/733/
Trader Joe's Sandy Springs (731),33.9262448,-84.3780993,6277 Roswell Road NE,Sandy Springs,GA,30328,404-236-2414,https://locations.traderjoes.com/ga/sandy-springs/731/
Trader Joe's Marietta (732),33.9836203,-84.4260884,4250 Roswell Road,Marietta,GA,30062,678-560-3585,https://locations.traderjoes.com/ga/marietta/732/
Trader Joe's Athens (736),33.9158775,-83.44392909999999,1850 Epps Bridge Pkwy,Athens,GA,30606,706-583-8934,https://locations.traderjoes.com/ga/athens/736/
Trader Joe's Atlanta (730),33.7803991,-84.3684454,931 Monroe Dr,Atlanta,GA,30308,404-815-9210,https://locations.traderjoes.com/ga/atlanta/730/
